CD_PLANO,CD_MUNIC,TP_SITUACAO,ID_ORIGEM
1647510R,3106200,I,1650
1647510R,3170107,I,1648
1647510R,3170206,I,1649
1647510T,3106200,I,1653
1647510T,3170107,I,1651
1647510T,3170206,I,1652
1647510U,3106200,I,1656
1647510U,3170107,I,1654
1647510U,3170206,I,1655
16475111,3106200,I,1659
16475111,3170107,I,1657
16475111,3170206,I,1658
16475119,3106200,I,1662
16475119,3170107,I,1660
16475119,3170206,I,1661
1647511A,3106200,I,1665
1647511A,3170107,I,1663
1647511A,3170206,I,1664
1647511A1,3106200,I,1668
1647511A1,3170107,I,1666
1647511A1,3170206,I,1667
1647511AA,3106200,I,1671
1647511AA,3170107,I,1669
1647511AA,3170206,I,1670
1647511B,3106200,I,1674
1647511B,3170107,I,1672
1647511B,3170206,I,1673
1647511BB,3106200,I,1677
1647511BB,3170107,I,1675
1647511BB,3170206,I,1676
1647511C,3106200,I,1680
1647511C,3170107,I,1678
1647511C,3170206,I,1679
1647511CC,3106200,I,1683
1647511CC,3170107,I,1681
1647511CC,3170206,I,1682
1647511D,3106200,I,1686
1647511D,3170107,I,1684
1647511D,3170206,I,1685
1647511DD,3106200,I,1689
1647511DD,3170107,I,1687
1647511DD,3170206,I,1688
1647511E,3106200,I,1692
1647511E,3170107,I,1690
1647511E,3170206,I,1691
1647511E1,3106200,I,1695
1647511E1,3170107,I,1693
1647511E1,3170206,I,1694
1647511EE,3106200,I,1698
1647511EE,3170107,I,1696
1647511EE,3170206,I,1697
1647511F,3106200,I,1701
1647511F,3170107,I,1699
1647511F,3170206,I,1700
1647511FF,3106200,I,1704
1647511FF,3170107,I,1702
1647511FF,3170206,I,1703
1647511G,3106200,I,1707
1647511G,3170107,I,1705
1647511G,3170206,I,1706
1647511GG,3106200,I,1710
1647511GG,3170107,I,1708
1647511GG,3170206,I,1709
1647511H,3106200,I,1713
1647511H,3170107,I,1711
1647511H,3170206,I,1712
1647511HH,3106200,I,1716
1647511HH,3170107,I,1714
1647511HH,3170206,I,1715
1647511I,3106200,I,1719
1647511I,3170107,I,1717
1647511I,3170206,I,1718
1647511J,3106200,I,1722
1647511J,3170107,I,1720
1647511J,3170206,I,1721
1647511K,3106200,I,1725
1647511K,3170107,I,1723
1647511K,3170206,I,1724
1647511K1,3106200,I,1728
1647511K1,3170206,I,1727
1647511K1,3170107,I,1726
1647511KA,3106200,I,1731
1647511KA,3170107,I,1729
1647511KA,3170206,I,1730
1647511KB,3106200,I,1734
1647511KB,3170107,I,1732
1647511KB,3170206,I,1733
1647511KC,3106200,I,1737
1647511KC,3170107,I,1735
1647511KC,3170206,I,1736
1647511KD,3106200,I,1740
1647511KD,3170107,I,1738
1647511KD,3170206,I,1739
1647511KF,3106200,I,1743
1647511KF,3170107,I,1741
1647511KF,3170206,I,1742
1647511KG,3106200,I,1746
1647511KG,3170107,I,1744
1647511KG,3170206,I,1745
1647511KH,3106200,I,1749
1647511KH,3170107,I,1747
1647511KH,3170206,I,1748
1647511KI,3106200,I,1752
1647511KI,3170107,I,1750
1647511KI,3170206,I,1751
1647511KJ,3106200,I,1755
1647511KJ,3170107,I,1753
1647511KJ,3170206,I,1754
1647511L,3106200,I,1758
1647511L,3170107,I,1756
1647511L,3170206,I,1757
1647511L1,3106200,I,1761
1647511L1,3170107,I,1759
1647511L1,3170206,I,1760
1647511LB,3106200,I,1764
1647511LB,3170107,I,1762
1647511LB,3170206,I,1763
1647511LC,3106200,I,1767
1647511LC,3170107,I,1765
1647511LC,3170206,I,1766
1647511LD,3106200,I,1770
1647511LD,3170107,I,1768
1647511LD,3170206,I,1769
1647511LE,3106200,I,1773
1647511LE,3170107,I,1771
1647511LE,3170206,I,1772
1647511LF,3106200,I,1776
1647511LF,3170107,I,1774
1647511LF,3170206,I,1775
1647511LG,3106200,I,1779
1647511LG,3170107,I,1777
1647511LG,3170206,I,1778
1647511LH,3106200,I,1782
1647511LH,3170107,I,1780
1647511LH,3170206,I,1781
1647511LI,3106200,I,1785
1647511LI,3170107,I,1783
1647511LI,3170206,I,1784
1647511LJ,3106200,I,1788
1647511LJ,3170107,I,1786
1647511LJ,3170206,I,1787
1647511M,3106200,I,1791
1647511M,3170107,I,1789
1647511M,3170206,I,1790
1647511MA,3106200,I,1794
1647511MA,3170107,I,1792
1647511MA,3170206,I,1793
1647511N,3106200,I,1797
1647511N,3170107,I,1795
1647511N,3170206,I,1796
1647511O,3106200,I,1800
1647511O,3170206,I,1799
1647511O,3170107,I,1798
1647511P,3106200,I,1803
1647511P,3170107,I,1801
1647511P,3170206,I,1802
1647511Q,3106200,I,1806
1647511Q,3170206,I,1805
1647511Q,3170107,I,1804
1647511QA,3106200,I,1809
1647511QA,3170107,I,1807
1647511QA,3170206,I,1808
1647511R,3106200,I,1812
1647511R,3170107,I,1810
1647511R,3170206,I,1811
1647511T,3106200,I,1815
1647511T,3170206,I,1814
1647511T,3170107,I,1813
1647511U,3106200,I,1818
1647511U,3170107,I,1816
1647511U,3170206,I,1817
16475121,3106200,I,1821
16475121,3170107,I,1819
16475121,3170206,I,1820
16475129,3106200,I,1824
16475129,3170107,I,1822
16475129,3170206,I,1823
1647512A,3106200,I,1827
1647512A,3170107,I,1825
1647512A,3170206,I,1826
1647512A1,3106200,I,1830
1647512A1,3170206,I,1829
1647512A1,3170107,I,1828
1647512A2,3106200,I,1833
1647512A2,3170107,I,1831
1647512A2,3170206,I,1832
1647512AA,3106200,I,1836
1647512AA,3170107,I,1834
1647512AA,3170206,I,1835
1647512B,3106200,I,1839
1647512B,3170107,I,1837
1647512B,3170206,I,1838
1647512BB,3106200,I,1842
1647512BB,3170107,I,1840
1647512BB,3170206,I,1841
1647512C,3106200,I,1845
1647512C,3170107,I,1843
1647512C,3170206,I,1844
1647512CC,3106200,I,1848
1647512CC,3170206,I,1847
1647512CC,3170107,I,1846
1647512D,3106200,I,1851
1647512D,3170107,I,1849
1647512D,3170206,I,1850
1647512DD,3106200,I,1854
1647512DD,3170107,I,1852
1647512DD,3170206,I,1853
1647512E,3106200,I,1857
1647512E,3170107,I,1855
1647512E,3170206,I,1856
1647512E1,3106200,I,1860
1647512E1,3170107,I,1858
1647512E1,3170206,I,1859
1647512EE,3106200,I,1863
1647512EE,3170107,I,1861
1647512EE,3170206,I,1862
1647512F,3106200,I,1866
1647512F,3170107,I,1864
1647512F,3170206,I,1865
1647512FF,3106200,I,1869
1647512FF,3170206,I,1868
1647512FF,3170107,I,1867
1647512G,3106200,I,1872
1647512G,3170107,I,1870
1647512G,3170206,I,1871
1647512GG,3106200,I,1875
1647512GG,3170107,I,1873
1647512GG,3170206,I,1874
1647512H,3106200,I,1878
1647512H,3170107,I,1876
1647512H,3170206,I,1877
1647512HH,3106200,I,1881
1647512HH,3170107,I,1879
1647512HH,3170206,I,1880
1647512I,3106200,I,1884
1647512I,3170107,I,1882
1647512I,3170206,I,1883
1647512J,3106200,I,1887
1647512J,3170107,I,1885
1647512J,3170206,I,1886
1647512K,3106200,I,1890
1647512K,3170107,I,1888
1647512K,3170206,I,1889
1647512K1,3106200,I,1893
1647512K1,3170107,I,1891
1647512K1,3170206,I,1892
1647512KA,3106200,I,1896
1647512KA,3170107,I,1894
1647512KA,3170206,I,1895
1647512KB,3106200,I,1899
1647512KB,3170107,I,1897
1647512KB,3170206,I,1898
1647512KC,3106200,I,1902
1647512KC,3170107,I,1900
1647512KC,3170206,I,1901
1647512KD,3106200,I,1905
1647512KD,3170107,I,1903
1647512KD,3170206,I,1904
1647512KF,3106200,I,1908
1647512KF,3170107,I,1906
1647512KF,3170206,I,1907
1647512KG,3106200,I,1911
1647512KG,3170107,I,1909
1647512KG,3170206,I,1910
1647512KH,3106200,I,1914
1647512KH,3170107,I,1912
1647512KH,3170206,I,1913
1647512KI,3106200,I,1917
1647512KI,3170107,I,1915
1647512KI,3170206,I,1916
1647512KJ,3106200,I,1920
1647512KJ,3170107,I,1918
1647512KJ,3170206,I,1919
1647512L,3106200,I,1923
1647512L,3170107,I,1921
1647512L,3170206,I,1922
1647512L1,3106200,I,1926
1647512L1,3170107,I,1924
1647512L1,3170206,I,1925
1647512LB,3106200,I,1929
1647512LB,3170107,I,1927
1647512LB,3170206,I,1928
1647512LC,3106200,I,1932
1647512LC,3170107,I,1930
1647512LC,3170206,I,1931
1647512LD,3106200,I,1935
1647512LD,3170107,I,1933
1647512LD,3170206,I,1934
1647512LE,3106200,I,1938
1647512LE,3170107,I,1936
1647512LE,3170206,I,1937
1647512LF,3106200,I,1941
1647512LF,3170206,I,1940
1647512LF,3170107,I,1939
1647512LG,3106200,I,1944
1647512LG,3170107,I,1942
1647512LG,3170206,I,1943
1647512LH,3106200,I,1947
1647512LH,3170206,I,1946
1647512LH,3170107,I,1945
1647512LI,3106200,I,1950
1647512LI,3170107,I,1948
1647512LI,3170206,I,1949
1647512LJ,3106200,I,1953
1647512LJ,3170107,I,1951
1647512LJ,3170206,I,1952
1647512LK,3106200,I,1956
1647512LK,3170107,I,1954
1647512LK,3170206,I,1955
1647512M,3106200,I,1959
1647512M,3170107,I,1957
1647512M,3170206,I,1958
1647512MA,3106200,I,1962
1647512MA,3170107,I,1960
1647512MA,3170206,I,1961
1647512N,3106200,I,1965
1647512N,3170107,I,1963
1647512N,3170206,I,1964
1647512O,3106200,I,1968
1647512O,3170107,I,1966
1647512O,3170206,I,1967
1647512P,3106200,I,1971
1647512P,3170107,I,1969
1647512P,3170206,I,1970
1647512Q,3106200,I,1974
1647512Q,3170107,I,1972
1647512Q,3170206,I,1973
1647512QA,3106200,I,1977
1647512QA,3170107,I,1975
1647512QA,3170206,I,1976
1647512R,3106200,I,1980
1647512R,3170107,I,1978
1647512R,3170206,I,1979
1647512T,3106200,I,1983
1647512T,3170107,I,1981
1647512T,3170206,I,1982
1647512U,3106200,I,1986
1647512U,3170206,I,1985
1647512U,3170107,I,1984
1647801A2,3170107,I,2012
1647801A2,3170206,I,2013
1647801B2,3170206,I,2143
1647801B2,3170107,I,2070
1647801C2,3170107,I,2069
1647801C2,3170206,I,2142
1647801D2,3170107,I,2068
1647801D2,3170206,I,2141
1647802A2,3170107,I,2067
1647802A2,3170206,I,2140
1647802B2,3170107,I,2066
1647802B2,3170206,I,2139
1647802C2,3170107,I,2065
1647802C2,3170206,I,2138
1647802D2,3170107,I,2064
1647802D2,3170206,I,2137
1647803A2,3170206,I,2136
1647803A2,3170107,I,2063
1647803B2,3170107,I,2062
1647803B2,3170206,I,2135
1647803B4,3104007,I,2611
1647803B4,3111507,I,2606
1647803B4,3129509,I,2605
1647803B4,3149200,I,2610
1647803B4,3149804,I,2607
1647803B4,3153004,I,2608
1647803B4,3168101,I,2609
1647803C2,3170206,I,2134
1647803C2,3170107,I,2061
1647803D2,3170107,I,2060
1647803D2,3170206,I,2133
1647804A,3170107,I,2059
1647804A,3170206,I,2132
1647804A2,3170107,I,2058
1647804A2,3170206,I,2131
1647804B,3170107,I,2057
1647804B,3170206,I,2130
1647804B2,3170107,I,2056
1647804B2,3170206,I,2129
1647804C,3170107,I,2055
1647804C,3170206,I,2128
1647804C2,3170107,I,2054
1647804C2,3170206,I,2127
1647804D,3170107,I,2053
1647804D,3170206,I,2126
1647804D2,3170107,I,2052
1647804D2,3170206,I,2125
1647805A,3170107,I,2051
1647805A,3170206,I,2124
1647805A2,3170107,I,2050
1647805A2,3170206,I,2123
1647805B,3170206,I,2122
1647805B,3170107,I,2049
1647805B2,3170107,I,2048
1647805B2,3170206,I,2121
1647805C,3170107,I,2047
1647805C,3170206,I,2120
1647805C2,3170107,I,2014
1647805C2,3170206,I,2087
1647805D,3170107,I,2015
1647805D,3170206,I,2088
1647805D2,3170107,I,2016
1647805D2,3170206,I,2089
1647806A,3170107,I,2017
1647806A,3170206,I,2090
1647806A2,3170206,I,2091
1647806A2,3170107,I,2018
1647806B,3170107,I,2019
1647806B,3170206,I,2092
1647806B2,3170107,I,2020
1647806B2,3170206,I,2093
1647806C,3170107,I,2021
1647806C,3170206,I,2094
1647806C2,3170206,I,2095
1647806C2,3170107,I,2022
1647806D,3170107,I,2023
1647806D,3170206,I,2096
1647806D2,3170107,I,2024
1647806D2,3170206,I,2097
1647807A,3170107,I,2025
1647807A,3170206,I,2098
1647807A2,3170107,I,2026
1647807A2,3170206,I,2099
1647807B,3170107,I,2027
1647807B,3170206,I,2100
1647807B2,3170107,I,2028
1647807B2,3170206,I,2101
1647807C,3170107,I,2029
1647807C,3170206,I,2102
1647807C2,3170107,I,2030
1647807C2,3170206,I,2103
1647807D,3170107,I,2031
1647807D,3170206,I,2104
1647807D2,3170107,I,2032
1647807D2,3170206,I,2105
1647808A,3170206,I,2106
1647808A,3170107,I,2033
1647808A2,3170107,I,2034
1647808A2,3170206,I,2107
1647808B,3170107,I,2035
1647808B,3170206,I,2108
1647808B2,3170107,I,2036
1647808B2,3170206,I,2109
1647808C,3170107,I,2037
1647808C,3170206,I,2110
1647808C2,3170107,I,2038
1647808C2,3170206,I,2111
1647808D,3170107,I,2039
1647808D,3170206,I,2112
1647808D2,3170107,I,2040
1647808D2,3170206,I,2113
1647809A,3170107,I,2041
1647809A,3170206,I,2114
1647809B,3170107,I,2042
1647809B,3170206,I,2115
1647809B2,3104007,I,2674
1647809B2,3111507,I,2669
1647809B2,3129509,I,2668
1647809B2,3168101,I,2672
1647809B2,3149200,I,2673
1647809B2,3149804,I,2670
1647809B2,3153004,I,2671
1647809C,3170206,I,2116
1647809C,3170107,I,2043
1647809D,3170107,I,2044
1647809D,3170206,I,2117
1647810A,3170107,I,2045
1647810A,3170206,I,2118
1647810B,3170107,I,2046
1647810B,3170206,I,2119
1647810C,3170107,I,2071
1647810C,3170206,I,2144
1647810D,3170107,I,2072
1647810D,3170206,I,2145
1647811A,3170107,I,2073
1647811A,3170206,I,2146
1647811A2,3104007,I,2863
1647811A2,3111507,I,2858
1647811A2,3153004,I,2860
1647811A2,3168101,I,2861
1647811A2,3129509,I,2857
1647811A2,3149200,I,2862
1647811A2,3149804,I,2859
1647811A3,3104007,I,2161
1647811A3,3111507,I,2163
1647811A3,3129509,I,2162
1647811B,3170107,I,2074
1647811B,3170206,I,2147
1647811C,3170107,I,2075
1647811C,3170206,I,2148
1647811D,3170107,I,2076
1647811D,3170206,I,2149
1647812A,3170206,I,2150
1647812A,3170107,I,2077
1647812B,3170107,I,2078
1647812B,3170206,I,2151
1647812C,3170107,I,2079
1647812C,3170206,I,2152
1647812D,3170107,I,2080
1647812D,3170206,I,2153
1647901C3,3104007,I,2345
1647901C3,3111507,I,2340
1647901C3,3129509,I,2339
1647901C3,3149200,I,2344
1647901C3,3149804,I,2341
1647901C3,3153004,I,2342
1647901C3,3168101,I,2343
1647902C3,3104007,I,2709
1647902C3,3111507,I,2704
1647902C3,3129509,I,2703
1647902C3,3149200,I,2708
1647902C3,3149804,I,2705
1647902C3,3153004,I,2706
1647902C3,3168101,I,2707
1647902D3,3104007,I,2359
1647902D3,3111507,I,2354
1647902D3,3129509,I,2353
1647902D3,3149200,I,2358
1647902D3,3149804,I,2355
1647902D3,3153004,I,2356
1647902D3,3168101,I,2357
1647902D4,3104007,I,3045
1647902D4,3111507,I,3040
1647902D4,3129509,I,3039
1647902D4,3168101,I,3043
1647902D4,3149200,I,3044
1647902D4,3149804,I,3041
1647902D4,3153004,I,3042
1647903C3,3104007,I,3003
1647903C3,3111507,I,2998
1647903C3,3129509,I,2997
1647903C3,3168101,I,3001
1647903C3,3149200,I,3002
1647903C3,3149804,I,2999
1647903C3,3153004,I,3000
1647903C4,3104007,I,2167
1647903C4,3111507,I,2169
1647903C4,3129509,I,2168
1647904C3,3104007,I,2982
1647904C3,3111507,I,2977
1647904C3,3129509,I,2976
1647904C3,3149200,I,2981
1647904C3,3149804,I,2978
1647904C3,3153004,I,2979
1647904C3,3168101,I,2980
1647904C4,3104007,I,2639
1647904C4,3153004,I,2636
1647904C4,3168101,I,2637
1647904C4,3149200,I,2638
1647904C4,3149804,I,2635
1647904C4,3111507,I,2634
1647904C4,3129509,I,2633
1647906C2,3170107,I,2081
1647906C2,3170206,I,2154
1647906C3,3104007,I,2926
1647906C3,3111507,I,2921
1647906C3,3168101,I,2924
1647906C3,3149804,I,2922
1647906C3,3153004,I,2923
1647906C3,3129509,I,2920
1647906C3,3149200,I,2925
1647906D2,3170107,I,2082
1647906D2,3170206,I,2155
1647907C2,3170107,I,2083
1647907C2,3170206,I,2156
1647907C3,3104007,I,2436
1647907C3,3111507,I,2431
1647907C3,3129509,I,2430
1647907C3,3149200,I,2435
1647907C3,3149804,I,2432
1647907C3,3153004,I,2433
1647907C3,3168101,I,2434
1647907D2,3170107,I,2084
1647907D2,3170206,I,2157
1647907D3,3104007,I,2338
1647907D3,3111507,I,2333
1647907D3,3129509,I,2332
1647907D3,3149200,I,2337
1647907D3,3149804,I,2334
1647907D3,3153004,I,2335
1647907D3,3168101,I,2336
1647908C2,3104007,I,1995
1647908C2,3111507,I,1997
1647908C2,3129509,I,1996
1647908C2,3149200,I,2000
1647908C2,3170206,I,2003
1647908C2,3149804,I,1998
1647908C2,3153004,I,1999
1647908C2,3168101,I,2001
1647908C2,3170107,I,3054
1647908C3,3104007,I,2800
1647908C3,3111507,I,2795
1647908C3,3168101,I,2798
1647908C3,3149804,I,2796
1647908C3,3153004,I,2797
1647908C3,3129509,I,2794
1647908C3,3149200,I,2799
1647908D2,3170107,I,2086
1647908D2,3170206,I,2159
1647909C2,3104007,I,2275
1647909C2,3111507,I,2270
1647909C2,3129509,I,2269
1647909C2,3149200,I,2274
1647909C2,3149804,I,2271
1647909C2,3153004,I,2272
1647909C2,3168101,I,2273
1647909C3,3104007,I,2870
1647909C3,3111507,I,2865
1647909C3,3129509,I,2864
1647909C3,3149200,I,2869
1647909C3,3149804,I,2866
1647909C3,3153004,I,2867
1647909C3,3168101,I,2868
1647910C3,3104007,I,2744
1647910C3,3111507,I,2739
1647910C3,3129509,I,2738
1647910C3,3149200,I,2743
1647910C3,3149804,I,2740
1647910C3,3153004,I,2741
1647910C3,3168101,I,2742
1647911C3,3104007,I,2583
1647911C3,3111507,I,2578
1647911C3,3129509,I,2577
1647911C3,3149200,I,2582
1647911C3,3149804,I,2579
1647911C3,3153004,I,2580
1647911C3,3168101,I,2581
1647912C2,3104007,I,2625
1647912C2,3111507,I,2620
1647912C2,3129509,I,2619
1647912C2,3149200,I,2624
1647912C2,3149804,I,2621
1647912C2,3153004,I,2622
1647912C2,3168101,I,2623
1647912D2,3104007,I,2772
1647912D2,3111507,I,2767
1647912D2,3129509,I,2766
1647912D2,3149200,I,2771
1647912D2,3149804,I,2768
1647912D2,3153004,I,2769
1647912D2,3168101,I,2770
1647921EN10,3104007,I,2175
1647921EN10,3106200,I,2176
1647921EN10,3129509,I,2179
1647921EN10,3170206,I,2177
1647921EN10,3170107,I,2178
1647951AM,3104007,I,2828
1647951AM,3111507,I,2823
1647951AM,3129509,I,2822
1647951AM,3149200,I,2827
1647951AM,3149804,I,2824
1647951AM,3153004,I,2825
1647951AM,3168101,I,2826
1647951AM10,3104007,I,2226
1647951AM10,3111507,I,2221
1647951AM10,3129509,I,2220
1647951AM10,3149200,I,2225
1647951AM10,3149804,I,2222
1647951AM10,3153004,I,2223
1647951AM10,3168101,I,2224
1647953L8,3104007,I,2779
1647953L8,3111507,I,2774
1647953L8,3129509,I,2773
1647953L8,3149200,I,2778
1647953L8,3149804,I,2775
1647953L8,3153004,I,2776
1647953L8,3168101,I,2777
1647955L8,3104007,I,2562
1647955L8,3111507,I,2557
1647955L8,3129509,I,2556
1647955L8,3149200,I,2561
1647955L8,3149804,I,2558
1647955L8,3153004,I,2559
1647955L8,3168101,I,2560
1647959L8,3104007,I,2317
1647959L8,3111507,I,2312
1647959L8,3153004,I,2314
1647959L8,3168101,I,2315
1647959L8,3129509,I,2311
1647959L8,3149200,I,2316
1647959L8,3149804,I,2313
1647960L6,3104007,I,2842
1647960L6,3111507,I,2837
1647960L6,3129509,I,2836
1647960L6,3149200,I,2841
1647960L6,3149804,I,2838
1647960L6,3153004,I,2839
1647960L6,3168101,I,2840
1647960L8,3104007,I,2891
1647960L8,3111507,I,2886
1647960L8,3129509,I,2885
1647960L8,3149200,I,2890
1647960L8,3149804,I,2887
1647960L8,3153004,I,2888
1647960L8,3168101,I,2889
1647962L4,3104007,I,3010
1647962L4,3111507,I,3005
1647962L4,3129509,I,3004
1647962L4,3149200,I,3009
1647962L4,3149804,I,3006
1647962L4,3153004,I,3007
1647962L4,3168101,I,3008
164PREAM,3104007,I,2604
164PREAM,3111507,I,2599
164PREAM,3129509,I,2598
164PREAM,3149200,I,2603
164PREAM,3149804,I,2600
164PREAM,3153004,I,2601
164PREAM,3168101,I,2602
164PREAM10,3104007,I,2219
164PREAM10,3111507,I,2214
164PREAM10,3129509,I,2213
164PREAM10,3149200,I,2218
164PREAM10,3149804,I,2215
164PREAM10,3153004,I,2216
164PREAM10,3168101,I,2217
4500960,3104007,I,3073
4500960,3111507,I,3068
4500960,3129509,I,3067
4500960,3149200,I,3072
4500960,3149804,I,3069
4500960,3153004,I,3070
4500960,3168101,I,3071
450096042,3104007,I,2205
450096042,3111507,I,2200
450096042,3129509,I,2199
450096042,3149200,I,2204
450096042,3149804,I,2201
450096042,3153004,I,2202
450096042,3168101,I,2203
450098049,3104007,I,2212
450098049,3111507,I,2207
450098049,3153004,I,2209
450098049,3168101,I,2210
450098049,3129509,I,2206
450098049,3149200,I,2211
450098049,3149804,I,2208
456322071,3104007,I,2160
7501A7512APT,3106200,I,1991
7501A7512APT,3170107,I,1990
7501A7512APT,3170206,I,1989
7501A7512ENF,3104007,I,3055
7501A7512ENF,3106200,I,1994
7501A7512ENF,3170206,I,1993
7501A7512ENF,3170107,I,1992
7501A7512ENF,3111507,I,3058
7501A7512ENF,3129509,I,3057
7501A7512ENF,3149804,I,3056